thread_title,post_content,source_url
2025 Tata Harrier.ev Review,"Tata Harrier.ev Interior Rear Review Thanks to the battery underneath, the floor height has gone up by ~20 mm compared to the Harrier diesel. While the seats have been retained, the space in the rear has been slightly compromised: Rear seat is wide enough to accommodate 3 adults. You get 3-point seatbelts for the 3 passengers, but only two adjustable headrests: Heres me seated behind my driving position (Im 510 tall). I had about an inch and a half worth of legroom. The slightly elevated floor also means that theres not enough under-thigh support for someone of my height. Heres a picture of me in the backseat of the Harrier diesel ( reference image ): Boss buttons to adjust the front passenger seat: Rear passengers get manual sunshades: Winged headrest cushions are comfortable. You can even fold the sides for better head support: The Harrier.ev gets a flat floor: Rear passengers get 2 65W USB Type-C fast charging ports: Boot space is 502 litres. However, thats using the VDA 215 method for measuring. For reference, the Harrier diesel has a boot space of 445 litres using the VDA 210 method. Practically, the Harrier EVs boot space is less because the spare wheel is now placed under the boot floor. In the Harrier diesel, the spare wheel is mounted under the car, which is why it has more boot space ( reference image ). One good thing about the Harrier.ev is that since you get an e-IRVM, you can load up the boot up to the roof and still get the feed from the rear camera on the IRVM: You get an 18-inch spare wheel with a 155/90 section tyre: The Harrier.ev gets vehicle-to-load (V2L) up to 3.3 kW and vehicle-to-vehicle (V2V) charging up to 5 kW. The switch is placed in the boot:",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"Driving the Tata Harrier.ev Before we get to the driving part, lets look at whats underneath the Harrier.ev. You can have the Tata Harrier.ev in a total of 3 configurations  a. 65 kWh RWD, b. 75 kWh RWD and c. 75 kWh QWD. We got to test drive the fully equipped 75 kWh QWD version of the Harrier.ev which has a kerb weight of 2,335 kg (RWD version has a kerb weight of 2,237 kg). These are LFP battery packs with cylindrical cells from Octillion Power Systems. They're currently being manufactured in India and come with an unlimited km, lifetime warranty. Please note that the lifetime period is set at 15 years from the date of first vehicle registration. For the second registration, the warranty changes to 10 years from the date of first registration and 2 lakh km. In the rear-wheel drive configuration (for both battery pack options  65 kWh & 75 kWh), you have a single motor on the rear axle. This is a Permanent Magnet Synchronous Motor (PMSM) that makes 235 BHP & 315 Nm, which has been designed by Schaeffler. In the QWD or all-wheel drive setup, you have another motor on the front axle, which is the secondary motor. The motor on the front axle is an induction motor and not a PMSM. It makes 156 BHP and 164 Nm. The front induction motor is locally manufactured by Tata AutoComp in Pune with over 80% part localisation. A question that some of you might have is, why does the Harrier.ev have different kinds of motors on the front and rear axle? Why not keep it simple and provide the same kind of motor on both axles? The answer has to do with the application. The Harrier.ev is not a sports car, but an SUV. So, the front motor is basically there to assist the rear motor. In theory, the working principle of both PMSM and induction motors is similar. The PMSM has a higher power density, which means it can deliver more power and better efficiency. It is more expensive in comparison with and induction motors, which doesnt have rare-earth metals, and hence, is cheaper. An induction motor is also less complex and hence, more durable. In the Harrier.ev QWD, the induction motor helps you get out of some tricky situations. Now that the technical part is done, lets get to the driving part of the Harrier.ev 75kWh QWD. When you look at the power and torque numbers, some might think that its extremely eager to put that power down on the road. But thats not really the case. Given that theres so much power and torque on offer, the Harrier.ev gets off smoothly from a standstill. The acceleration isnt snappy, and as long as you are gentle, your passengers wont complain. Despite a linear power delivery, you will be getting up to speed pretty quickly. Driving around in the city mode, theres plenty of power for quick overtakes and closing gaps to the vehicles ahead. I switched to Eco mode when driving in some heavy traffic, and the car felt even smoother. More importantly, theres enough power on tap even in Eco mode to keep up with the traffic and even overtake quickly. While the accelerator may feel dull, the car never feels sluggish. We also got to spend some time cruising on the highway and the Harrier.ev felt quite comfortable at triple-digit speeds. On the Delhi-Mumbai expressway, at a speed of 120 km/h, the car was cruising effortlessly. Overtaking on the highways was taken care of without breaking a sweat. You could pass slower traffic even in Eco mode, but if you want to overtake a car quickly, its better to be in City mode or Sport mode. Tata claims that the Harrier.ev QWD can accelerate from 0-100 km/h in 6.3 seconds in Boost mode, which is very believable. Note that the Boost mode is available only on the QWD variant and provides an additional 40 BHP & 40 Nm, which means theres an actual boost. We tried a couple of acceleration runs, and the car puts down power nicely without much wheel spin. On the QWD version, there are 4 driving modes to choose from. They're mapped specifically for different driving styles. Whats appreciable is that the motor's characteristics are distinct in each mode.  City Mode: The default mode. The car always restarts in this mode, no matter what mode you last drove in. It's great for driving in the city as well as on the highway. Strikes a good balance between power and economy.  Eco Mode: The mode to engage when you want the maximum range. The throttle response is dulled down, which results in a smoother drive in the city (less of that ""torque-pull"" effect). Power comes in more gradually when you ask for it. If youre a sedate driver, you will not want to move away from this mode as it takes care of all driving conditions. Even overtakes are done quite easily in Eco mode, and its only when you want to overtake very quickly that youll want to get out of Eco, but thats very rare.  Sport Mode: The mode to engage when you want to have fun. Floor the A-pedal in this mode and watch the traction control warning light flash in the instrument cluster. In this mode, the throttle response is sharper, and the car just feels more eager to get a move on. However, it can feel too peaky for city driving and also eats up the battery faster. Use ""Sport"" when you're looking for fun on expressway runs.  Boost Mode: Lastly, this mode is purely when you want that extra Boost. True to its name, you get an additional 40 BHP & 40 Nm in this mode, which allows you to propel this car from 0-100 km/h in 6.3 seconds. We even used this mode while going up an incline of 34 degrees during the off-road session. You can instantly feel the torque, and wheel spin is well-controlled. There are also 6 Terrain Modes - Normal, Snow/Grass, Mud-Ruts, Sand, Rock Crawl and Custom that alter the traction as needed when driving in different conditions. Regenerative Braking You get 4 levels of regenerative braking, which can be adjusted using the paddles placed behind the steering wheel. On level 0, there is no regeneration. In level 1, the regen is subtle and doesnt feel very forced. I found the regen to be too low for my liking in this mode while bblost preferred this or the level 0. I was using the level 2 most as it had the closest resemblance to engine braking. Level 3 has maximum regeneration, and people who drive in the city and want to extract maximum range will end up using it. Some people enjoy driving in maximum regeneration mode, while some prefer not having any regeneration. Thats why we love adjustable regen settings. Anyone can tune them to suit their liking. You can also do one-pedal driving in many situations. However, do keep in mind that the car will not come to a complete halt. It will keep crawling forward without any throttle input. Noise, Vibration & Harshness (NVH) The inherently silent nature of EVs amplifies the other aspects like wind noise and tyre noise. The cabin is well isolated from the outside noise when driving around in the city. You can also play some good music through the sound system to further isolate yourself. On the highway, the wind and tyre noise at 120 km/h is acceptable. You will hear the hum from the low rolling resistance tyres, but its never excessive. Range The Harrier.evs ARAI tested MIDC (Part 1 + Part 2 Cycles) range for the three variants is - 65 kWh RWD variant - 538 km 75 kWh RWD variant - 627 km 75 kWh QWD variant - 622 km Tata has also shared a number called the C75 range, which is what they claim 75% of the customers will get. The C75 range test that Tata has done factors in ambient temperature, load and A/C. A single cycle of the C75 test is done at an average speed of 40 km/h over a distance of 30 km, where the maximum speed reached is 120 km/h. Heres the C75 range for the three variants - 65 kWh RWD variant - 420-445 km 75 kWh RWD variant - 480-505 km 75 kWh QWD variant - 460-490 km Well wait for some ownership reviews to get an idea of more real-world range figures, but as of now, its safe to assume that the number is in between 400 and 450 km. Charging The Harrier.ev allows for 1.5C peak charging at 120 kW (DC Fast Charging), which can charge the battery from 20% to 80% in 25 minutes. As mentioned earlier, you can opt for a 7.2 kW AC fast charger for an additional amount of Rs. 49,000. With this charger, you can charge the 75 kWh battery from 10% to 100% in 10.7 hours (9.3 hours for the 65 kWh battery pack). Suspension Ride Comfort The Harrier.ev gets independent McPherson strut suspension at the front and multilink suspension with stabiliser bar at the rear. For reference, the Harrier diesel comes with a torsion beam rear suspension, and the addition of multi-link rear suspension has made a lot of difference to the dynamics of the car. Also, given that the Harrier.ev has a motor on the rear axle, the independent multilink rear suspension was mandatory. Tata has chosen dampers with frequency-selective damping (FSD) or frequency-dependent damping (FDD). And while these may not have the ability to change the damping as per the drive modes like you can in semi-active or active dampers, theyre pretty good at adapting to road conditions. Start driving, and you will notice that the suspension setup isnt super stiff like your typical EVs. This was quite a surprise as most of the EVs that are IC-engine converts usually have a stiff suspension setup. However, since Tata has changed the entire suspension assembly for the Harrier.ev, it has allowed the engineers a lot of bandwidth to tune the suspension. The ride quality is good in the city, and it feels very similar to the regular diesel Harrier. The suspension is absorbent and feels rugged. There is a firm edge to it and you feel potholes inside the cabin, but I dont think a lot of owners are going to complain about the ride quality. The top  variants are equipped with 19-inch alloy wheels shod with 245/55-section tyres. Lower variants equipped with 18-inch wheels should have a slightly better ride. As of now, people actively considering buying an EV in this segment are comparing the Harrier.ev with the Mahindra XEV 9e and rightly so. When it comes to the suspension tuning, theres one advantage that the Mahindra has, which is semi-active dampers that can adjust the damping based on the drive modes. Comparing the comfort levels of both these cars, theyre pretty close, but I feel the Harrier.ev has a slight edge over the XEV 9e in this department. Handling & Dynamics The straight-line stability of the Harrier.ev is good. The car feels very planted at 120 km/h on normal roads. There's no unnecessary vertical movement when going over expansion joints, and the car doesnt feel nervous at any point. From straight roads to some high-speed bends and the Harrier.ev manages to hold its line well. We took some long bends at high speeds in an empty parking space, and the car performed well. The tyres have low rolling resistance and arent meant for performance. Hence, they start chirping when you push hard. Try taking some corners hard, and you will feel the bulk of the vehicle. It's obviously way better than the diesel Harrier which has a twist beam rear suspension. The multilink suspension in the EV makes a huge difference. One of the biggest gripes weve had since the launch of the Harrier is the placement of the ORVMs. Its too high, and theres a big blind spot because of which you cannot see corners properly. Overall, the chassis doesnt feel very tight and something youd enjoy pushing hard in corners. Comparatively, the Mahindra felt better in this aspect. Steering The EPS is a nice unit to use and is pretty light at city speeds. The Harrier.ev is fairly easy to manoeuvre in the city and masks the bulk of the car. It weighs up nicely when you build up speed on the highway. The steering weighs up in Sport mode as well, but enthusiasts will want some additional weight from the front end. Its fairly direct, but doesnt give you a lot of confidence to attack corners. Braking You get all-wheel disc brakes as standard in the Harrier.ev. The performance is predictable, and the car sheds speed effectively. There is a spongy feel to the pedal, but once you get used to the feel, modulation is easy. Emergency braking is also handled very well, and the car comes to a halt in a predictable manner. Disclaimer: Tata Motors invited Team-BHP for the Harrier.ev test-drive. They covered all the travel expenses for this driving event.",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"The much anticipated review is finally here, and it was a great read as always. I couldn't help but wonder if the hockey-puck style keyfob has touch capacitive buttons or actual buttons, seeing the finish that it has got. Wouldn't these buttons be triggered accidentally when the key is in your pocket? That would be a problem, considering the fact that the key has the summon mode features on it. Can someone please shed some light on this?",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"The review is finally out! Many people had been eagerly waiting for it. I like the hockey-puck design of the key  it looks premium and eye-catching. It's different from the standard keys you get with other cars. Even in the current Harrier, the IRVM is hardly useful for keeping track of what's happening behind. I'm glad to see they've now included an e-IRVM that displays the camera feed. With it also functioning as a dashcam, I wouldn't be surprised if more manufacturers start offering e-IRVMs in the future.",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"People were laughing at Tata for not having a 4x4, but now they’re back with a bang with the Harrier EV AWD! They confidently said, “It’s in our DNA—no need to doubt!” The Harrier EV thread had been quiet for months, even years, but a single “elephant rock” ad sent tremors across the country. As a result, the thread’s views surged from 2 lakh to over a million in just a month! With sensible pricing and excellent marketing, the Harrier EV is now the talk of the town. Excellent review as always from Team-BHP!",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"EV's are unquestionably superior to ICE vehicles in most areas, but Tata EV's are known for their reliability problems. A few days ago I visited the service center; two Nexon EV's were towed to the center. I own an Altroz diesel.",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,Awesome review as usual. Rear space and under thigh support are big bummers though. Limited front driver space doesn’t help it either. Mahindra can breathe easy for now,https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"Yet another detailed review with lots of insights. thanks for sharing. The EV version has multi-link suspension all around which is a big upgrade from the ICE Harrier. Although not sure how it will compare in the real world driving conditions against the ICE version due to the difference in the weight distribution. Quote: Originally Posted by Omkar In  the rear-wheel drive configuration (for both battery pack options – 65  kWh & 75 kWh), you have a single motor on the rear axle. This is a  Permanent Magnet Synchronous Motor (PMSM) that makes 235 BHP & 315  Nm, which has been designed by Schaeffler. In the QWD or all-wheel drive  setup, you have another motor on the front axle, which is the secondary  motor. The motor on the front axle is an induction motor and not a  PMSM. It makes 156 BHP and 164 Nm. The front induction motor is locally  manufactured by Tata AutoComp in Pune with over 80% part  localisation. I have few technical questions which I would like to get answered from the EV experts: 1. Since the two types of motors are used in Harrier EV, which type of motor has better lifespan and efficiency in abusive driving conditions with least maintenance required out of the two? 2. How do these motors compare viz a viz Mahindra EV twins? 3. 65KWh Non-QWD versions are mentioned with and without PMSM motors, does the that mean that one of the two wheel drive variant has only induction motor? Quote: These are LFP battery packs with cylindrical  cells from Octillion Power Systems. They're currently being manufactured  in India The question is how much Indian these cells actually are? Are they still relying on China for the raw material? That will be big concern in the long run since the supply is controlled by China.",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"Quote: Originally Posted by tbppjpr I have few technical questions which I would like to get answered from the EV experts: 1. Since the two types of motors are used in Harrier EV, which type of motor has better lifespan and efficiency in abusive driving conditions with least maintenance required out of the two? 2. How do these motors compare viz a viz Mahindra EV twins? 3. 65KWh Non-QWD versions are mentioned with and without PMSM motors, does the that mean that one of the two wheel drive variant has only induction motor? 1. Induction motors are known to be less complex and hence, more durable. 2. The Mahindra twins also get a permanent magnet synchronous motor on the rear axle like the Harrier.ev 3. 65 kWh RWD version gets a PMSM motor on the rear axle (235 BHP & 315 Nm). It does not get an induction motor on the front axle.",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"Highly anticipated official review. Very crisp as well as detailed.  Obviously we are looking for comparison with BE9, especially after the Chennai event of Mahindra. There is a brief compare of the suspension. Expert views/relative merits on the heart of the car, the motor and the battery is something potential buyers like me are looking for before making the choice. Please enlighten us. Also how was the comparison of the music systems?",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
2025 Tata Harrier.ev Review,"Crisp and clear review, perfectly to the point. I pre-booked the Harrier.ev nearly a month ago. I haven't gotten to see or test drive it yet, but I initiated the cancellation of my booking today. After the initial hype, and now that the reviews are out, it is clear that this is a case of a refreshed ICE harrier, with the same pre-existing fit and finish issues, but superior features. The EV tech is slightly questionable, with Tata themselves not sticking to a particular battery technology (Different for Curvv, Nexon, and now harrier). I am in no way a Mahindra fanboy, but i was truly impressed after my drive of the XEV9e. They are ahead in multiple explainable ways and can rest easy for now. But considering the large inflow of EV vehicles recently, and a start of a slight price war, I will wait it out before considering the Mahindra too.",https://www.team-bhp.com/forum/electric-cars/296963-2025-tata-harrier-ev-review.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"Big shoutout to KarthikK for shooting these pictures & his coverage of the Bharat Mobility Global Expo. Thanks for sharing, man! Vinfast unveiled two all-electric SUVs. One of the cars is the VF 6. It is expected to go on sale later this year: V-shaped styling at the front: LED projector headlamps: Chrome lining around the glass area and body-coloured door handles: 17-inch dual-tone alloy wheels shod with Bridgestone Alenza tyres: C-pillar has chrome, glossy black and body coloured elements: V-shaped theme at the rear too:",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"VF 6 comes with specs similar to the eVitara Long Range. These specs are one step below what is offered by the BE 6 59. If they can't price the VF6 starting at max 18 lakh, they might as well not bother coming to India. Save themselves from a Citröen type situation and avoid heartache for the early adopters in India.",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,I like the design language of Vinfast cars. They look very Renault to my eyes. These look like the big Renaults of Europe which never made their way to India.,https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,Quote: Originally Posted by saikishor I like the design language of Vinfast cars. They look very Renault to my eyes. These look like the big Renaults of Europe which never made their way to India. Indeed at first glance it has a striking resemblance to the Austral in profile. A little bit like the Lexus RX too.,https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"VinFast VF 6 electric SUV spotted testing in Mumbai The VinFast VF 6 electric SUV has been spotted testing in Mumbai, as the Vietnam-based EV maker prepares to launch its first product in the Indian market. The VinFast VF 6 was showcased at the 2025 Bharat Mobility Expo. In the global market, the VF 6 is available in two variants: Eco and Plus. The Eco variant has an output of 171 BHP and 250 Nm and can cover up to 400 km on a single charge. The Plus variant packs 198 BHP and 309 Nm and has a range of 381 km (WLTP cycle). According to reports, VinFast is currently conducting road trials across major cities to assess the compatibility of its EVs with the existing public charging infrastructure in India. VinFast's other model, the VF 7, is also being put through its paces ahead of launch. The electric SUV was spotted at the Mumbai airport last week. Source: Carwale Link to Team-BHP News",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"Vinfast targeting 5 star Bharat NCAP crash test rating for VF6, VF7. > Both VF6 and VF7 will get some special tweaks for our market. > It is concurrently setting up two factories, one in India and the other in Indonesia, which are coincidentally, both right-hand-drive markets. > India is likely to be the first market where RHD models are produced and sold, and in developing these versions. > The ride height has been visibly raised on both the VF6 and VF7, when seen alongside a left-hand-drive model, with the ground clearance standing at 190mm. > Along with using slightly smaller wheels and higher-profile tyres (Apollo tyres, in the case of the VF7), is intended to help the EVs tackle our road conditions better. > Features tailored to India with a focus on safety. >  A wireless phone charger has been added to the VF7, for example, which is not standard in other markets, and what was said to be a “non negotiable” for India was one-litre bottle holders in each door. > Ventilated front seats were made part of the package as they’re in such high demand, and the air conditioner compressor was optimised for Indian conditions as well. > The large fixed glass roof that has the potential to heat up the car when parked in the sun has a heat shield solution will be put in place for India. > A driver HUD (heads up display) will be included for India to help prevent driver distraction, as both the VF6 and VF7 do not have an instrument cluster at all; vital data like speed, range and more are displayed in the driver-side corner of the touchscreen by default. > To help target that 5 star Bharat NCAP rating, 7 airbags have been made standard across the range, and Level 2 ADAS is on offer. Link:",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"Vinfast VF 6 spied testing in India. The VF 6 will be Vinfast’s entrant in the hotly contested midsize electric SUV segment. > Vinfast VF 6 set to enter the competitive midsize electric SUV segment > The VF 6 gets a unique design with full-width LED strips and a sloping roofline > Its cabin features a 12.9-inch touchscreen but omits the instrument cluster > No instrument cluster or driver’s display Quote: Under its sleek skin, the VF 6 comes equipped with a 59.6kWh battery pack that powers a single motor on the front axle, yielding an output of 204hp and 310Nm. 0-100kph is dealt with in a claimed 8.89 seconds, and the WLTP-certified range stands at 480km. The VF 6 also supports 7.2kW AC fast charging. Source:",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"59.6 kWh battery in VF6 is too small to standout from the crowd. So they need to price it aggressively. If they price it any more than 20L for top end, it's going to be a sale dud.",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"Vinfast 6, drive review: 2025 Vinfast VF6 > Exterior design and engineering – 8/10 > Interior space and comfort – 6/10 (Space is just adequate for the car’s size; design is uncluttered.) > Features and safety – 9/10 > Range and efficiency – 8/10 > Performance and refinement – 8/10 > Ride comfort and handling – 8/10 > Price and verdict – 7/10 https://www.youtube.com/watch?v=7koL...e_path=OTY3MTQ",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"I was just passing through ORR in Bangalore and saw Vinfast showroom coming up, very close to BYD Mahadevapur/VW showrooms on Outer Ring Road. Seems like the launch maybe just a few months away!",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,Quote: Originally Posted by sharmanova VinFast VF6 Electric SUV Spotted at NATRAX! This was taken during the Golf GTi drive. We saw the same car but we did not publish the picture as we respected the NDA signed with NATRAX,https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"VinFast puts the brakes on manufacturing some cars in India. > Has ordered suppliers to halt work on 3 projects while it reviews costs > Move is setback for Vietnamese carmaker's India expansion strategy > VinFast faces same challenge of achieving scale that has hindered other automakers > The manufacturer has asked suppliers to ""hold all activities"" on three programmes, including a two-door SUV called VF3 - expected to be its most competitive model in the market - and the VF6 and VF7 SUVs , which it imports as kits from ​Vietnam and assembles in the country. > VinFast did not directly address whether it ​suspended local manufacturing plans for the three models. It said it has not changed or suspended plans for the VF6 and VF7 models currently on sale in India and will continue to assemble them at its factory > In a July memo to suppliers, the automaker said it decided to ""temporarily"" put on hold all development work related to the VF3, VF6 and VF7 > Locally ​developing and sourcing parts would have ​allowed VinFast to avoid expensive ⁠imports and price its cars more competitively. > The memo also asked suppliers to provide a detailed breakdown of the ""total amount invested to date"" on the projects that require payment or reimbursement from VinFast across cost categories such ​as tooling, engineering and materials, along with ""supporting documentation where available"". > VinFast did not meet its planned costs for ​developing parts in India ⁠for the three cars, which is why it stopped the work. Source:",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
Vinfast VF6 @ Bharat Mobility Global Expo 2025,"Quote: Originally Posted by volkman10 VinFast puts the brakes on manufacturing some cars in India. > Has ordered suppliers to halt work on 3 projects while it reviews costs > Move is setback for Vietnamese carmaker's India expansion strategy > VinFast faces same challenge of achieving scale that has hindered other automakers > The manufacturer has asked suppliers to ""hold all activities"" on three programmes, including a two-door SUV called VF3 - expected to be its most competitive model in the market - and the VF6 and VF7 SUVs , which it imports as kits from ​Vietnam and assembles in the country. > VinFast did not directly address whether it ​suspended local manufacturing plans for the three models. It said it has not changed or suspended plans for the VF6 and VF7 models currently on sale in India and will continue to assemble them at its factory > In a July memo to suppliers, the automaker said it decided to ""temporarily"" put on hold all development work related to the VF3, VF6 and VF7 > Locally ​developing and sourcing parts would have ​allowed VinFast to avoid expensive ⁠imports and price its cars more competitively. > The memo also asked suppliers to provide a detailed breakdown of the ""total amount invested to date"" on the projects that require payment or reimbursement from VinFast across cost categories such ​as tooling, engineering and materials, along with ""supporting documentation where available"". > VinFast did not meet its planned costs for ​developing parts in India ⁠for the three cars, which is why it stopped the work. Source: This is surprising they sold 1450 cars last month which is comfortably over what Citroen does. They can easily double the sales with VF3, VF5 like cheaper cars. Unless they are losing a lot of money on VF6 and VF7 this seems sad.",https://www.team-bhp.com/forum/electric-cars/290105-vinfast-vf6-bharat-mobility-global-expo-2025-a.html
2025 Hyundai Creta Electric Review,"2025 Hyundai Creta Electric Review Hyundai Creta Electric Pros • Superbly engineered all-rounder that delivers a satisfying experience • User-friendly interiors with sufficient space & good quality parts. Great interior upgrades over the Petrol / Diesel Creta • 168 BHP motor is enjoyable to drive. 0-100 km/h in 7.9 seconds! • Unladen ground clearance of 200 mm is perfect for Indian roads • Sorted road manners & handling • Zero emissions, cheap “fuel” costs, no gears, light controls make it an ideal city car • Safety package includes ADAS Level 2, hill descent control, 6 airbags, ESP, all-wheel disc brakes, auto-hold, TPMS etc. • Impressive kit (ventilated & electrically adjustable front seats, boss mode, reclining rear seats, memory function for driver seat, digital key, fully digital instruments, 360-degree camera, panoramic sunroof, rear window sunshades, adjustable regen, Bose sound system, V2L charging, in-car payment for charging & loads more) • Hyundai's wide dealer & service network Hyundai Creta Electric Cons • Smaller battery packs and shorter range compared to rivals such as the Tata Curvv & Mahindra BE 6 • EV-specific tyres limit the car's handling and braking capabilities • Firmer suspension isn't as compliant as the regular Creta's • Back seat's width makes it better for 2 adults and a kid, rather than 3 adults • A few misses (e.g. wireless Android Auto & Apple Carplay, illuminated window buttons!!!) • 433-litre boot is lesser than the Tata Curvv (500 litres) • The usual EV challenges (charging infrastructure, highway range anxiety etc.) • Although not bad, rear seat under-thigh support is lesser than the ICE Creta, and you do sit in a bit of a knees-up position. Taller people will have an issue with under-thigh support Since the Hyundai Creta Electric is based on the 2024 Creta Facelift, which has already been reviewed by Team-BHP, this report will only focus on changes made to the electric version. To read the full official review, click here . Introduction The Hyundai Creta has been the default choice for many in the mid-size SUV segment for a long long time. Hyundai claims that since its launch in 2015, more than 1.1 million units of the Creta have been put on Indian roads. It is the company's best-selling model, regularly clocking more than 15,000 units per month. Over the past few years, with the EV market gaining steam in India, some carmakers like Tata and Mahindra have been introducing electric versions of their existing models which has allowed them to become leaders in their respective segments. MG has some pretty good electric offerings in its portfolio as well. While Hyundai has brought some of its global EVs to India (Kona and Ioniq 5), they are not exactly mass-market models which limits their audience. With Creta Electric, which is the company's first localised EV, Hyundai will be hoping to increase its share in the country's EV market. The Creta Electric is powered by an interior permanent magnet synchronous motor and comes with a liquid-cooled lithium-ion battery pack. There are two variants of the car. The first one has a 42 kWh battery pack with 133 BHP on tap and an ARAI-certified range of 390 km. The second variant (Long range) gets a 51.4 kWh battery pack with an output of 169 BHP and 255 Nm and an ARAI-certified range of 473 km. Hyundai is selling the Creta in five metallic colours (Atlas White, Abyss Black, Fiery Red, Starry Night, and Ocean Blue), three matte colours (Ocean Blue, Titan Grey, and Robust Emerald), and two dual-tone metallic colours (Ocean Blue with Abyss Black roof and Atlas White with Abyss Black roof). Like the regular Creta, the Electric is loaded with features. The car gets rain-sensing wipers, dual-zone climate control, ventilated 8-way electrically adjustable front seats with memory function for the driver seat, reclining rear seats, boss mode for the front passenger seat, panoramic sunroof, 70+ Hyundai Bluelink connected car features, In-car payment (for charging the car), 360-degree camera, Bose sound system and more. Then, there is the Digital Key with NFC technology. With a touch of a smartphone or smartwatch against the door handle, customers can lock or unlock the car. They can place the smartphone/smartwatch on the front wireless charger pad to start the vehicle. The technology also allows the customer to drive and share the Digital Key with up to 3 different users or up to 7 linked devices at a time. Then there is the Vehicle-to-Load mobile power supply function, which transforms the car into a power bank. On the safety front, the car is equipped with ADAS Level 2, which includes 19 features, 52 standard safety features, and 75 advanced safety features. The Creta Electric comes with a 3-year / unlimited km warranty, 8-year / 1,60,000 km battery warranty, 3-year warranty for the wall box charger and 3-year roadside assistance as standard. Additionally, one can purchase an extended warranty of up to 7 years and Shield of Trust running repair and maintenance packages of up to 5 years. Hyundai Creta Electric Price & Brochure Hyundai will launch the Creta Electric on January 17, 2025, at the Auto Expo in Delhi. You can view the Hyundai Creta Electric spec sheet here:",https://www.team-bhp.com/forum/electric-cars/289980-2025-hyundai-creta-electric-review.html
